"Pathogen","Taxonomy ID","Uniprot ID","Pathogen Protein","Uniprot ID","Human Protein","Experimental Method","Pubmed ID"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q8IXI2","MIRO1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q96N66","MBOA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P08195","4F2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","Q8N2K0","ABD12_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","P62891","RL39_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q13637","RAB32_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P30101","PDIA3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ0","MTP_EBVA8 ","Q99615","DNJC7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","Q9NZM1","MYOF_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVG0","RTA_EBVA8 ","P46778","RL21_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","Q9HC07","TM165_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","Q5R3I4","TTC38_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","O43242","PSMD3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","P62333","PRS10_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","O15269","SPTC1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q9NP72","RAB18_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","Q9H2V7","SPNS1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","O00161","SNP23_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q8N490","PNKD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P08240","SRPRA_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q8TCT9","HM13_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","O15260","SURF4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","P39656","OST48_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q8N2K0","ABD12_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","Q5T4S7","UBR4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q6P996","PDXD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","Q93009","UBP7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q8NEY1","NAV1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P50281","MMP14_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","P26196","DDX6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q04917","1433F_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P48643","TCPE_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","P39023","RL3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P28300","LYOX_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","Q9Y5M8","SRPRB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P11166","GTR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q96AQ6","PBIP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q3KSR4","","P28300","LYOX_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","Q9UNM6","PSD13_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","Q9UJ14","GGT7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","P29966","MARCS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q14974","IMB1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","P09486","SPRC_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q969N2","PIGT_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","Q9BZ71","PITM3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q27J81","INF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","Q86T03","TM55B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q68DQ2","CRBG3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q96N66","MBOA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ0","MTP_EBVA8 ","P46734","MP2K3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P25445","TNR6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P07858","CATB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","Q9NR12","PDLI7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","Q9UQ35","SRRM2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q14699","RFTN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","O43294","TGFI1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q99460","PSMD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q15334","L2GL1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q9NQC3","RTN4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q9H8M9","EVA1A_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P15586","GNS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q8TB96","TIP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P09486","SPRC_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P06703","S10A6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q96IX5","USMG5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","Q63ZY3","KANK2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q9Y5G0","PCDGH_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q969X5","ERGI1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q9NXS2","QPCTL_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q96FQ6","S10AG_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","P49721","PSB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","P30530","UFO_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q9UJ14","GGT7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9NX63","MIC19_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","Q99623","PHB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q70UQ0","IKIP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","O95297","MPZL1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","O15260","SURF4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","I1YP38","","P30153","2AAA_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q13563","PKD2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9BQB6","VKOR1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","O00410","IPO5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVI8","EBNA5_EBVA8 ","P28300","LYOX_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P98194","AT2C1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","Q63ZY3","KANK2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q3KSR4","","P12111","CO6A3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ0","MTP_EBVA8 ","O14735","CDIPT_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q2PZI1","D19L1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","O75381","PEX14_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P78357","CNTP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q13049","TRI32_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q96N66","MBOA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","O00425","IF2B3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","P51571","SSRD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ0","MTP_EBVA8 ","Q71UM5","RS27L_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","O00483","NDUA4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","O95071","UBR5_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVF7","EBNA1_EBVA8 ","P62277","RS13_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","O43242","PSMD3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q00341","VIGLN_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q14974","IMB1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","P28072","PSB6_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","P05023","AT1A1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","O43242","PSMD3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q14192","FHL2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK50","TEG7_EBVA8 ","Q8TED1","GPX8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q5RI15","COX20_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q9UHC7","MKRN1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9UHL4","DPP2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q9Y230","RUVB2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q9UM47","NOTC3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","P60903","S10AA_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q70UQ0","IKIP_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","P25786","PSA1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","O15260","SURF4_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","O00391","QSOX1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q9NQX7","ITM2C_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q86VP6","CAND1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P17655","CAN2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","O15173","PGRC2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVB5","BNL2B_EBVA8 ","Q9UBN6","TR10D_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q9NVM1","EVA1B_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P04844","RPN2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q8WVM8","SCFD1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P78357","CNTP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK57","UL92_EBVA8 ","Q8TED1","GPX8_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","O15173","PGRC2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","P22413","ENPP1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","Q93008","USP9X_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","K9UT94","","Q9NXS2","QPCTL_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q9HCU5","PREB_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P43304","GPDM_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","P40227","TCPZ_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q93008","USP9X_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0CK48","NEC1_EBVA8 ","Q8IV08","PLD3_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P35613","BASI_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","P48047","ATPO_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","O00264","PGRC1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q15750","TAB1_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P49368","TCPG_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","Q96N66","MBOA7_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","O60831","PRAF2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD1","KITH_EBVA8 ","Q9UQ35","SRRM2_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C6Z1","EAR_EBVA8 ","Q15262","PTPRK_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P55786","PSA_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","G3CKS7","","Q5VV42","CDKAL_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVJ2","LMP2_EBVA8 ","P50402","EMD_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","Q1HVD3","BTRF1_EBVA8 ","P29966","MARCS_HUMAN ","tandem affinity purification","22810586"
"Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876","82830","P0C737","BNL2A_EBVA8 ","P17302","CXA1_HUMAN ","tandem affinity purification","22810586"
